class	class_label	synonyms	GARD	NCIT	OMIM	DOID	Orphanet	is_gard_rare	is_mondo_rare	is_rare	is_leaf
MONDO:0023286	graphite pneumoconiosis	carbon pneumoconiosis|graphitosis|graphite fibrosis of lung|graphite fibrosis|graphite lung disease|graphite pneumoconiosis	GARD:0008359					True	True	True	True
MONDO:0010165	ulna hypoplasia-intellectual disability syndrome	ulna hypoplasia with mental retardation|mesomelia of the upper limbs, absent nails, clubfeet, and mental retardation|mesomelia of the upper limbs, anonychia congenita, clubfeet, and mental retardation|bilateral ulnar hypoplasia and mental retardation|ulnar hypoplasia with mental retardation	GARD:0005398		OMIM:276821		Orphanet:2249	False	True	True	True
MONDO:0009241	fountain syndrome	deafness-skeletal dysplasia-coarse face with full lips syndrome|intellectual disability, deafness, skeletal abnormalities, coarse face with full lips|mental retardation, sensorineural deafness, skeletal abnormalities, and coarse face with full lips|deafness-skeletal dysplasia-lip granuloma syndrome|deafness, skeletal dysplasia, lip granuloma|fountain syndrome	GARD:0000064		OMIM:229120		Orphanet:3219	True	True	True	True
MONDO:0012231	Charcot-Marie-Tooth disease type 2A2	Charcot-Marie-Tooth neuropathy, type 2A2|HMSN2A2|autosomal dominant Charcot-Marie-Tooth disease type 2A2|Charcot-Marie-Tooth disease type 2A2A|Charcot-Marie-Tooth disease, axonal, autosomal dominant, type 2A2A|HMSN IIA2|MFN2 Charcot-Marie-Tooth disease type 2|hereditary motor and sensory neuropathy IIa2|Charcot-Marie-Tooth neuropathy type 2A2|Charcot-Marie-Tooth disease, axonal, type 2A2; CMT2A2|hereditary motor and sensory neuropathy IIA2|Charcot-Marie-Tooth disease, neuronal, type 2A2|CMT2A2|CMT2A2A|Charcot-Marie-Tooth disease, axonal, type 2A2|Charcot-Marie-Tooth disease type 2 caused by mutation in MFN2|Charcot-Marie-Tooth neuronal type 2A2|autosomal dominant axonal Charcot-Marie-Tooth disease type 2A2|Charcot-Marie-Tooth disease, axonal, autosomal dominant, type 2A2A; CMT2A2A|Charcot-Marie-Tooth disease, axonal, autosomal dominant, type 2A2|HMSN IIa2		NCIT:C150646	OMIM:609260	DOID:0110155	Orphanet:99947	False	True	True	True
MONDO:0019036	amoebiasis due to free-living amoebae		GARD:0012650				Orphanet:68	True	True	True	True
MONDO:0017844	Sezary syndrome	SC)zary syndrome|CTCL / Sezary syndrome|cutaneous T-cell lymphoma/Sezary syndrome|Sézary syndrome|Sezary disease|Sezary lymphoma|Sezary's disease|SS|Sézary lymphoma|Sezary syndrome|Sezary's lymphoma	GARD:0007629	NCIT:C3366		DOID:8541	Orphanet:3162	False	True	True	True
MONDO:0009230	fibrosclerosis, multifocal	retroperitoneal fibrosis, familial|multifocal fibrosclerosis|fibrosclerosis, multifocal|mediastinal fibrosis, familial	GARD:0005697		OMIM:228800			False	True	True	True
MONDO:0010657	methylmalonic acidemia with homocystinuria, type cblX	methylmalonic acidemia and HOMOCYSTEINEMIA, cblX type|methylmalonic aciduria with homocystinuria, type cblX|intellectual disability, X-linked 3|combined defect in adenosylcobalamin and methylcobalamin synthesis, type cblX|methylmalonic acidemia and homocysteinemia type cblX|mental retardation, X-linked 3	GARD:0013137		OMIM:309541		Orphanet:369962	False	True	True	True
MONDO:0015628	von Willebrand disease type 2A	von Willebrand disease, type 2A|von Willebrand disease, type 2A		NCIT:C131686			Orphanet:166084	False	True	True	True
MONDO:0015238	arrhinia-choanal atresia-microphthalmia syndrome	congenital absence of nose and anterior nasopharynx|arhinia choanal atresia microphthalmia|Bosma arhinia microphthalmia syndrome|Bosma Henkin Christiansen syndrome	GARD:0008755				Orphanet:1135	True	True	True	True
MONDO:0011826	glucocorticoid deficiency 2	glucocorticoid deficiency type 2|GCCD2|glucocorticoid deficiency 2; GCCD2|MRAP familial glucocorticoid deficiency|familial glucocorticoid deficiency caused by mutation in MRAP|familial glucocorticoid deficiency 2|glucocorticoid deficiency 2			OMIM:607398			False	True	True	True
MONDO:0012167	ATFB2	ATFB2|atrial fibrillation, familial, 2; ATFB2|atrial fibrillation, familial, 2			OMIM:608988			False	True	True	True
MONDO:0015806	adult intestinal botulism	intestinal botulism of adults|adult intestinal colonization botulism|adult intestinal toxemia botulism|adult intestinal toxin-mediated botulism|infant-like botulism		NCIT:C128344			Orphanet:178487	False	True	True	True
MONDO:0100015	adult-onset segmental dystonia	an adult-onset, focal or segmental, isolated dystonia that is characterized by cervical or cranial dystonia that often begins in the fourth decade (range 7-54 years).|DYT-GNAL						False	True	True	True
MONDO:0009678	Fukuyama congenital muscular dystrophy	Fukuyama congenital muscular dystrophy|muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 4; MDDGA4|Walker-Warburg syndrome or muscle-eye-brain disease, Fktn-related|FCMD|congenital muscular dystrophy, Fukuyama type|muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 4|MDDGA4|muscular dystrophy-dystroglycanopathy (Congenital with Brain and eye anomalies) type A, 4		NCIT:C126741	OMIM:253800	DOID:0050559	Orphanet:272	False	True	True	True
MONDO:0011869	epidermolysis bullosa simplex superficialis	EBSS|epidermolysis bullosa simplex superficialis; EBSS|epidermolysis bullosa simplex superficialis			OMIM:607600		Orphanet:89839	False	True	True	True
MONDO:0015560	classic mast cell leukemia						Orphanet:158796	False	True	True	True
MONDO:0011464	spinocerebellar ataxia type 11	spinocerebellar ataxia type 11|SCA11|spinocerebellar ataxia 11; SCA11|spinocerebellar ataxia 11	GARD:0010475		OMIM:604432	DOID:0050961	Orphanet:98767	False	True	True	True
MONDO:0007570	erythema palmare hereditarium	lane disease|erythema palmare hereditarium|Red palms disease			OMIM:133000		Orphanet:231031	False	True	True	True
MONDO:0013312	retinitis pigmentosa 55	ARL6 retinitis pigmentosa|retinitis pigmentosa 55; RP55|retinitis pigmentosa type 55|retinitis pigmentosa 55|retinitis pigmentosa caused by mutation in ARL6|RP55			OMIM:613575	DOID:0110370		False	True	True	True
MONDO:0019469	T-cell large granular lymphocyte leukemia	leukemia, large granular LYMPHOCYTIC, malignant|LGL leukemia|T gamma lymphoproliferative disorder|T-LGL|T-gamma lymphoproliferative disorder|T-cell large granular lymphocyte leukemia|LGLL|T-cell LGL leukemia|large granular lymphocytosis|T-cell large gran. lymph. leuk.|large granular lymphocyte leukemia|T-LGL leukemia|large granular lymphocytic leukemia|proliferation of large granular lymphocytes|large cell granular lymphoid leukemia|T-cell large granular lymphocytic leukemia|large cell granular lymphogenous leukemia|Tgamma large granular lymphocyte leukemia|TLGL	GARD:0009812	NCIT:C4664		DOID:0050751	Orphanet:86872	False	True	True	True
MONDO:0008372	retinal aplasia	amaurosis congenita|retinal aplasia			OMIM:179900			False	True	True	True
MONDO:0003966	testicular monophasic choriocarcinoma			NCIT:C39935		DOID:6693		False	True	True	True
MONDO:0024351	familial pityriasis rubra pilaris	Pityriasis rubra pilaris--familial type|hereditary pityriasis rubra pilaris						False	True	True	True
MONDO:0019498	tungiasis	Sarcopsylla penetrans|Tunga penetrans infectious disease|Tunga penetrans|Tunga penetrans caused disease or disorder|chigger flea|T penetrans|S penetrans|Tunga penetrans disease or disorder	GARD:0000393			DOID:0050266	Orphanet:879	True	True	True	True
MONDO:0017227	autoimmune pancreatitis type 1	IgG4-related pancreatitis|AIP type 1|autoimmune pancreatitis type 1|lymphoplasmacytic sclerosing pancreatitis					Orphanet:280302	False	True	True	True
MONDO:0009483	kapur-Toriello syndrome	long columella with cleft Lip/palate and eye, heart, and intestinal anomalies|cleft lip/palate-facial, eye, heart and intestinal anomalies syndrome|kapur Toriello syndrome|kapur-Toriello syndrome|long columella with cleft lip/palate and eye, heart and intestinal anomalies	GARD:0003078		OMIM:244300		Orphanet:2328	True	True	True	True
MONDO:0033202	deafness, autosomal recessive 109	deafness, autosomal recessive 109; DFNB109|DFNB109			OMIM:618013			False	True	True	True
MONDO:0007384	congenital trigeminal anesthesia	trigeminal anesthesia, familial|corneal hypesthesia, familial|familial trigeminal anesthesia	GARD:0010034		OMIM:122450		Orphanet:231013	False	True	True	True
MONDO:0013206	corneal dystrophy, Fuchs endothelial, 6	FECD6|ZEB1 Fuchs' endothelial dystrophy|corneal dystrophy, Fuchs endothelial, late-onset|corneal dystrophy, Fuchs endothelial, 6; FECD6|corneal dystrophy, Fuchs endothelial, 6|corneal dystrophy, Fuchs endothelial, type 6|Fuchs' endothelial dystrophy caused by mutation in ZEB1			OMIM:613270			False	True	True	True
MONDO:0007690	aromatase excess syndrome	hereditary prepubertal gynecomastia|aromatase excess syndrome; AEXS|aromatase excess syndrome|aromatase activity, increased|increased aromatase activity|gynecomastia, hereditary|familial hyperestrogenism|gynecomastia, familial, due to increased aromatase activity|AEXS	GARD:0012494		OMIM:139300	DOID:0090122	Orphanet:178345	True	False	True	True
MONDO:0003437	occult small cell lung carcinoma	lung occult small cell carcinoma|occult small cell carcinoma of lung|occult small cell carcinoma of the lung|occult small cell lung carcinoma		NCIT:C6683		DOID:5414		False	True	True	True
MONDO:0011938	atrial heart septal defect 2	atrial heart septal defect type 2|ASD2|atrial heart septal defect caused by mutation in GATA4|atrial septal defect 2|atrial septal defect type 2|GATA4 atrial heart septal defect|atrial septal defect 2; ASD2			OMIM:607941	DOID:0110107		False	True	True	True
MONDO:0004384	maxillary sinus inverted papilloma	inverted papilloma of the maxillary sinus|inverted papilloma of maxillary sinus|maxillary sinus inverted papilloma		NCIT:C6840		DOID:7868		False	True	True	True
MONDO:0006992	syphilitic aortitis							False	True	True	True
MONDO:0013686	distal myopathy, Tateyama type	myopathy, distal, Tateyama type; MPDT|MPDT|myopathy, distal, Tateyama type			OMIM:614321		Orphanet:488650	False	True	True	True
MONDO:0015623	cavitary myiasis						Orphanet:165958	False	True	True	True
MONDO:0010708	Pallister-W syndrome	W syndrome|Pallister-W syndrome|median cleft upper lip, mental retardation and pugilistic facies|Pallister W syndrome	GARD:0000358		OMIM:311450		Orphanet:2804	False	True	True	True
MONDO:0012166	autosomal dominant sensory ataxia 1	Adsa|hereditary ataxia caused by mutation in RNF170|ADSA|ataxia, sensory, 1, autosomal dominant; SNAX1|RNF170 hereditary ataxia|SNAX1|ataxia, sensory, 1, autosomal dominant			OMIM:608984	DOID:0111170		False	True	True	True
MONDO:0003626	uterine ligament serous adenocarcinoma	uterine ligament serous adenocarcinoma		NCIT:C40136		DOID:5747		False	True	True	True
MONDO:0011691	amyotrophic lateral sclerosis type 3	ALS3|amyotrophic lateral sclerosis 3; ALS3|amyotrophic lateral sclerosis 3	GARD:0010501		OMIM:606640	DOID:0060195		True	True	True	True
MONDO:0001255	ventilation pneumonitis	humidifier lung|Air-conditioner and humidifier lung				DOID:11289		False	True	True	True
MONDO:0012322	holoprosencephaly 5	holoprosencephaly type 5|holoprosencephaly caused by mutation in ZIC2|HPE5|holoprosencephaly 5|holoprosencephaly 5; HPE5|ZIC2 holoprosencephaly		NCIT:C75460	OMIM:609637	DOID:0110878		False	True	True	True
MONDO:0012634	craniofacial dysplasia - osteopenia syndrome	hypertelorism, Severe, with midface prominence, myopia, mental retardation, and bone fragility|Hamamy syndrome|HAMAMY syndrome; HMMS|HMMS|HAMAMY syndrome			OMIM:611174		Orphanet:314555	False	True	True	True
MONDO:0008557	Paris-Trousseau thrombocytopenia	Paris-Trousseau syndrome|chromosome 11q23 deletion syndrome|TCPT|thrombocytopenia, Paris-TROUSSEAU type|thrombocytopenia, Paris-TROUSSEAU type; TCPT|thrombocytopenia Paris-Trousseau type	GARD:0004224		OMIM:188025		Orphanet:851	True	True	True	True
MONDO:0017178	osteochondritis dissecans (disease)	OD|osteochondritis dissecans|familial osteochondritis dissecans|osteochondritis DISSECANS, short stature, and early-onset osteoarthritis|osteochondritis DISSECANS, short stature, and early-onset osteoarthritis; OD|osteochondritis dissecans and short stature|König disease|OCD|Koenig disease|short stature and advanced bone Age, with or without early-onset osteoarthritis and/Or osteochondritis Dissecans|SSOAOD|short stature and advanced bone AGE, with or without early-onset osteoarthritis and/OR osteochondritis DISSECANS; SSOAOD|Konig disease	GARD:0004133	NCIT:C34878	OMIM:165800	DOID:84	Orphanet:2764	False	True	True	True
MONDO:0010039	congenital heart defect-round face-developmental delay syndrome	round face with depressed nasal Bridge and small mouth, congenital heart defect, and retarded development|Sonoda syndrome	GARD:0004905		OMIM:270460		Orphanet:1355	False	True	True	True
MONDO:0060627	glycosylphosphatidylinositol biosynthesis defect 15	developmental delay, epilepsy, cerebellar atrophy, and osteopenia|glycosylphosphatidylinositol biosynthesis defect 15; GPIBD15|GPIBD15			OMIM:617810		Orphanet:529665	False	True	True	True
MONDO:0015593	limbic encephalitis with nCMAgs antibodies	limbic encephalitis with novel cell membrane antigen antibodies					Orphanet:163914	False	True	True	True
MONDO:0017694	glycogen storage disease due to acid maltase deficiency, infantile onset	glycogenosis type II, infantile onset|GSD type 2, infantile onset|GSD due to acid maltase deficiency, infantile onset|glycogen storage disease type 2, infantile onset|alpha-1,4-glucosidase acid deficiency, infantile onset|glycogen storage disease type II, infantile onset|GSD type II, infantile onset|glycogenosis type 2, infantile onset|glycogenosis due to acid maltase deficiency, infantile onset|Pompe disease, infantile onset					Orphanet:308552	False	True	True	True
MONDO:0011018	brachyolmia-amelogenesis imperfecta syndrome	skeletal dysplasia with amelogenesis imperfecta and platyspondyly|Verloes-Bourguignon syndrome|DASS|DASS|dental anomalies and short stature|dental anomalies and short stature|STHAG6|amelogenesis imperfecta and platyspondyly|selective tooth agenesis 5|tooth agenesis, selective, 6|platyspondyly-amelogenesis imperfecta syndrome|platyspondyly with amelogenesis imperfecta|dental anomalies and short stature; DASS|Verloes Bourguignon syndrome|tooth agenesis, selective, 6, formerly	GARD:0005478		OMIM:601216	DOID:0090143	Orphanet:2899	False	True	True	True
MONDO:0017892	autosomal recessive myogenic arthrogryposis multiplex congenita	SYNE1-related arthrogryposis multiplex congenita|autosomal recessive myogenic AMC|SYNE1-related AMC					Orphanet:319332	False	True	True	True
MONDO:0017247	communicating congenital bronchopulmonary-foregut malformation						Orphanet:280821	False	True	True	True
MONDO:0013451	progressive myoclonic epilepsy type 5	epilepsy, progressive myoclonic, 5|progressive myoclonic epilepsy caused by mutation in PRICKLE2|PME type 5|epilepsy, progressive myoclonic, 5; EPM5|PRICKLE2 progressive myoclonic epilepsy|progressive myoclonus epilepsy type 5|epilepsy, progressive myoclonic, type 5|EPM5|Moved to {607459}|MOVED to {607459}			OMIM:613832		Orphanet:402082	False	True	True	True
MONDO:0022465	anotia facial palsy cardiac defect		GARD:0000725					True	False	True	True
MONDO:0007854	keratolytic winter erythema	Oudtshoorn skin disease|keratolytic winter erythema|Oudtshoorn disease|Erythrokeratolysis hiemalis ichthyosis|Oudtshoorn skin|Erythrokeratolysis hiemalis|KWE|keratolytic WINTER erythema; KWE	GARD:0008275		OMIM:148370		Orphanet:50943	True	True	True	True
MONDO:0016392	cerebellar hypoplasia-tapetoretinal degeneration syndrome	cerebellar hypoplasia tapetoretinal degeneration	GARD:0001196				Orphanet:2246	True	True	True	True
MONDO:0001438	postinflammatory pulmonary fibrosis	post-inflammatory pulmonary fibrosis|postinflammatory pulmonary fibrosis				DOID:12123		False	True	True	True
MONDO:0019476	primary cutaneous peripheral T-cell lymphoma not otherwise specified	primary cutaneous peripheral T-cell lymphoma NOS|primary cutaneous unspecified peripheral T-cell lymphoma					Orphanet:86885	False	True	True	True
MONDO:0013368	mammary-digital-nail syndrome	MDNS|onycho-digito-mammary syndrome|MDN syndrome|mammary-digital-nail syndrome; MDNS|mammary-digital-nail syndrome			OMIM:613689		Orphanet:238744	False	True	True	True
MONDO:0007435	dentatorubral-pallidoluysian atrophy	haw River syndrome|DRPLA|NOD|ataxia, chorea, seizures, and dementia|dentatorubral pallidoluysian atrophy|Dentatorubropallidoluysian atrophy|myoclonic epilepsy with choreoathetosis|dentatorubral-pallidoluysian atrophy|Naito-Oyanagi disease|Naito Oyanagi disease|dentatorubral-pallidoluysian atrophy; DRPLA|DRPLA	GARD:0005643	NCIT:C122653	OMIM:125370	DOID:0060162	Orphanet:101	True	True	True	True
MONDO:0001000	mixed mineral dust pneumoconiosis	mineral dust pneumoconiosis|pneumoconiosis from mineral dust|mineral duct pneumoconiosis|mixed mineral dust pneumoconiosis		NCIT:C27559		DOID:10319		False	True	True	True
MONDO:0003563	diffuse pulmonary fibrosis			NCIT:C27216		DOID:5641		False	True	True	True
MONDO:0010258	MEHMO syndrome	MRXS25|mental retardation, X-linked, syndromic 25|syndromic X-linked mental retardation 20|MRXS20|mental retardation, X-linked, syndromic 20|mental retardation, epileptic seizures, hypogonadism and hypogenitalism, microcephaly, and obesity; MEHMO|X-linked MEHMO syndrome|mental retardation, epileptic seizures, hypogonadism and hypogenitalism, microcephaly, and obesity|MEHMO syndrome; MEHMO|MEHMO|intellectual disability, epileptic seizures, hypogonadism and hypogenitalism, microcephaly, and obesity|syndromic X-linked mental retardation 25|X-linked intellectual disability-epileptic seizures-hypogenitalism-microcephaly-obesity syndrome	GARD:0009178		OMIM:300148	DOID:0060801	Orphanet:85282	False	True	True	True
MONDO:0011501	wormian bone-multiple fractures-dentinogenesis imperfecta-skeletal dysplasia	cortical defects, WORMIAN bones, and dentinogenesis imperfecta|cortical defects wormian bones and dentinogenesis imperfecta|Suarez-Stickler syndrome	GARD:0010290		OMIM:604922		Orphanet:166277	True	True	True	True
MONDO:0019920	paternal uniparental disomy of chromosome 5	paternal uniparental disomy of chromosome type 5|UPD(5)pat					Orphanet:96190	False	True	True	True
MONDO:0002792	cerebellar vermis medulloblastoma	cerebellar vermis medulloblastoma|medulloblastoma of the cerebellar vermis|vermis medulloblastoma|medulloblastoma of cerebellar vermis		NCIT:C5401		DOID:3860		False	True	True	True
MONDO:0013696	chromosome 2P16.3 deletion syndrome	chromosome 2P16.3 deletion syndrome|schizophrenia 17			OMIM:614332			False	True	True	True
MONDO:0022513	atrophoderma of Pierini and Pasini	idiopathic atrophoderma of Pasini and Pierini|congenital atrophoderma of Pasini and Pierini	GARD:0005866					True	False	True	True
MONDO:0010458	hypospadias 4, X-linked	hypospadias 4, X-linked, susceptibility to|HYSP4|hypospadias 4, X-linked, susceptibility to; HYSP4			OMIM:300856			False	True	True	True
MONDO:0007301	cerebrocostomandibular syndrome	CCMS|rib Gap defects with micrognathia|cerebrocostomandibular syndrome|cerebro-costo-mandibular syndrome|CEREBROCOSTOMANDIBULAR syndrome; CCMS|CCM syndrome	GARD:0006026		OMIM:117650		Orphanet:1393	False	True	True	True
MONDO:0008466	Karsch-Neugebauer syndrome	Nystagmus-split hand syndrome|split hand/split foot-nystagmus syndrome|split hand split foot nystagmus|split hand nystagmus syndrome|Karsch-Neugebauer syndrome|KNS|split-hand with congenital NYSTAGMUS, fundal changes, and cataracts	GARD:0004967		OMIM:183800		Orphanet:2329	False	True	True	True
MONDO:0010463	X-linked dominant chondrodysplasia, Chassaing-Lacombe type	X-linked dominant chondrodysplasia-hydrocephaly-microphthalmia syndrome|chondrodysplasia with platyspondyly, distinctive brachydactyly, hydrocephaly, and microphthalmia			OMIM:300863		Orphanet:163966	False	True	True	True
MONDO:0012084	aromatic L-amino acid decarboxylase deficiency	DDC deficiency|Dopa decarboxylase deficiency|AADC deficiency|aromatic L-amino acid decarboxylase deficiency|aromatic L-amino-acid decarboxylase deficiency|aromatic amino acid decarboxylase deficiency|Aadc deficiency	GARD:0000770	NCIT:C142085	OMIM:608643	DOID:0090123	Orphanet:35708	True	True	True	True
MONDO:0022647	cardiomelic syndrome stratton Koehler type		GARD:0001099					True	False	True	True
MONDO:0011235	pelvic dysplasia-arthrogryposis of lower limbs syndrome	Ray-Peterson-Scott syndrome|pelvic dysplasia arthrogryposis of lower limbs|pelvic hypoplasia with arthrogryposis of lower limbs|pelvic hypoplasia with LOWER-limb arthrogryposis|pelvic hypoplasia with lower limb arthrogryposis	GARD:0004269		OMIM:602484		Orphanet:2840	False	True	True	True
MONDO:0017135	olivopontocerebellar atrophy-deafness syndrome	olivopontocerebellar atrophy deafness	GARD:0004070				Orphanet:2732	False	True	True	True
MONDO:0009983	retinitis pigmentosa-intellectual disability-deafness-hypogenitalism syndrome	retinitis pigmentosa, deafness, mental retardation, and hypogonadism|insulin-resistant diabetes with acanthosis nigricans, hypogonadism, pigmentary retinopathy, deafness, and mental retardation|retinitis pigmentosa-intellectual disability-sensorineural hearing loss-hypogenitalism syndrome|retinitis pigmentosa-intellectual disability-deafness-hypogonadism syndrome|retinitis pigmentosa-intellectual disability- labyrinthine deafness-hypogenitalism syndrome	GARD:0004683		OMIM:268020		Orphanet:3085	False	True	True	True
MONDO:0007397	craniometaphyseal dysplasia, autosomal dominant	CMD|CMDJ|craniometaphyseal dysplasia, Jackson type|CMDD|craniometaphyseal dysplasia Jackson type|craniometaphyseal dysplasia, autosomal dominant; CMDD|craniometaphyseal dysplasia, autosomal dominant	GARD:0001581		OMIM:123000			False	True	True	True
MONDO:0013758	Charcot-Marie-Tooth disease dominant intermediate E	Charcot-Marie-Tooth disease dominant intermediate type E|CMTDIE|Charcot-Marie-Tooth disease, dominant Intermediate type E|Charcot-Marie-Tooth neuropathy with focal segmental glomerulonephritis|autosomal dominant intermediate Charcot-Marie-Tooth disease type E|Charcot-Marie-Tooth disease, dominant intermediate E; CMTDIE|Charcot-Marie-Tooth disease, dominant intermediate E|Charcot-Marie-Tooth disease - nephropathy|Charcot-Marie-Tooth disease-nephropathy syndrome	GARD:0012011		OMIM:614455	DOID:0110205	Orphanet:93114	False	True	True	True
MONDO:0022795	deficiency of coenzyme q cytochrome c reductase	coenzyme Q cytochrome c reductase deficiency of	GARD:0001419					True	False	True	True
MONDO:0006227	gastric neuroendocrine tumor G1	gastric NET G1|stomach carcinoid tumor|gastric ECL cell NET G1|stomach neuroendocrine neoplasm G1|gastric ECL cell, histamine-producing NET|stomach carcinoid tumor|gastric carcinoid tumor|gastric ECL-cell carcinoid tumor|stomach NET G1|gastric enterochromaffin-like cell carcinoid tumor|gastric enterochromaffin-like cell neuroendocrine tumor|grade 1 neuroendocrine neoplasm of stomach|gastric ECL cell NET|stomach neuroendocrine tumor, well differentiated, low grade		NCIT:C4635				False	True	True	True
MONDO:0013701	MRT32	MOVED to 607596|Moved to 607596|MRT32|mental retardation, autosomal recessive 32; MRT32|mental retardation, autosomal recessive 32			OMIM:614339			False	True	True	True
MONDO:0009426	hypoparathyroidism-retardation-dysmorphism syndrome	hypoparathyroidism with short stature, mental retardation and seizures|Sanjad-Sakati syndrome|SSS|hypoparathyroidism-intellectual disability-dysmorphism syndrome|hypoparathyroidism-retardation-dysmorphism syndrome; HRD|hypoparathyroidism with short stature, mental retardation, and seizures|hypoparathyroidism, congenital, associated with dysmorphism, growth retardation and developmental delay|hypoparathyroidism-short stature-intellectual disability-seizures syndrome|hypoparathyroidism-retardation-dysmorphism syndrome|hypoparathyroidism, congenital, associated with Dysmorphism, Growth retardation, and developmental delay|hypoparathyroidism-retardation-dysmorphism syndrome; HRDS|HRDS|hypoparathyroidism with short stature, intellectual disability and seizures|HRD syndrome|Richardson-Kirk syndrome|HRD	GARD:0000411	NCIT:C133727	OMIM:241410	DOID:0060348	Orphanet:2323	False	True	True	True
MONDO:0010036	congenital secretory sodium diarrhea 3	congenital secretory sodium diarrhea 3 with or without other congenital anomalies|SPINT2 secretory diarrhea|diarrhea 3, secretory sodium, congenital, syndromic|congenital secretory sodium diarrhea 3 syndromic|diarrhea 3, secretory sodium, congenital, with or without other congenital anomalies; DIAR3|congenital secretory sodium diarrhea type 3|secretory diarrhea caused by mutation in SPINT2|diarrhea 3, secretory sodium, congenital, with or without other congenital anomalies|sodium diarrhea, congenital|DIAR3			OMIM:270420	DOID:0060781		False	True	True	True
MONDO:0013896	Joubert syndrome 18	Joubert syndrome 18; JBTS18|TCTN3 Joubert syndrome|Joubert syndrome caused by mutation in TCTN3|Joubert syndrome type 18|Joubert syndrome 18|JBTS18			OMIM:614815	DOID:0110987		False	True	True	True
MONDO:0019887	distal trisomy 16q	distal duplication 16q|telomeric duplication 16q|distal trisomy type 16q|trisomy 16qter					Orphanet:96106	False	True	True	True
MONDO:0007307	Charcot-Marie-Tooth disease type 1B	hereditary motor and sensory neuropathy 1|HMSN IB|Charcot-Marie-Tooth disease, autosomal dominant, with focally folded myelin sheaths, type 1B|Charcot-Marie-Tooth neuropathy, type 1B|CMT 1B|Charcot Marie Tooth disease type 1B|Charcot-Marie-Tooth neuropathy type 1B|Charcot-Marie-Tooth disease slow nerve conduction type linked to Duffy|hereditary motor and sensory neuropathy IB|Hmsn1B|Hmsn1|Charcot-Marie-Tooth disease, demyelinating, type 1B|CMT1B|Charcot-Marie-Tooth disease, demyelinating, type 1B; CMT1B|MPZ Charcot-Marie-Tooth disease type 1|HMSN 1B|HMSN1B|hereditary motor and sensory neuropathy 1B|Charcot-Marie-Tooth disease, slow nerve conduction type, linked to Duffy|peroneal muscular atrophy|Charcot-Marie-Tooth disease type 1 caused by mutation in MPZ|autosomal dominant Charcot-Marie-Tooth disease with focally folded myelin sheaths type 1B	GARD:0001246	NCIT:C118782	OMIM:118200	DOID:0110152	Orphanet:101082	False	True	True	True
MONDO:0013565	Fanconi anemia complementation group G	Fanconi anemia, complementation group G; FANCG|Fanconi Anemia, complementation group type G|FANCG|Fanconi anemia, complementation group G|Fanconi anemia complementation group type G		NCIT:C125708	OMIM:614082	DOID:0111086		False	True	True	True
MONDO:0016183	qualitative or quantitative defects of protein glycosyltransferase-like						Orphanet:209027	False	True	True	True
MONDO:0019871	distal trisomy 2p	telomeric duplication 2p|distal duplication 2p|distal trisomy type 2p|trisomy 2pter					Orphanet:96070	False	True	True	True
MONDO:0018259	didymosis aplasticosebacea	aplasia cutis congenita-nevus sebaceus syndrome					Orphanet:370046	False	True	True	True
MONDO:0013849	microcephaly 8, primary, autosomal recessive	microcephaly 8, primary, autosomal recessive; MCPH8|CEP135 autosomal recessive primary microcephaly|MCPH8|microcephaly 8, primary, autosomal recessive|autosomal recessive primary microcephaly caused by mutation in CEP135			OMIM:614673	DOID:0070282		False	True	True	True
MONDO:0010332	X-linked intellectual disability-cubitus valgus-dysmorphism syndrome	cubitus valgus with mental retardation and unusual facies			OMIM:300471		Orphanet:85280	False	True	True	True
MONDO:0001324	hyperandrogenism	hyperandrogenization syndrome				DOID:11613		False	True	True	True
MONDO:0018919	McCune-Albright syndrome	gonadotropin-independent female-limited sexual precocity|polyostotic fibrous dysplasia|MAS|McCune Albright syndrome|Albright's disease|PFD|POFD	GARD:0006995	NCIT:C48627	OMIM:174800	DOID:1858	Orphanet:562	False	True	True	True
MONDO:0020362	inverse Marcus-Gunn phenomenon						Orphanet:98951	False	True	True	True
MONDO:0009465	multiple intestinal atresia	multiple gastrointestinal atresias|gastrointestinal defects and immunodeficiency syndrome|combined immunodeficiency-enteropathy spectrum|Cid-MIA/early-onset IBD|GIDID|intestinal atresia multiple|gastrointestinal defects and immunodeficiency syndrome; GIDID|intestinal atresia, multiple and/or inflammatory bowel disease with or without immunodeficiency|intestinal atresia, multiple|familial intestinal polyatresia syndrome	GARD:0003013		OMIM:243150	DOID:14671	Orphanet:2300	True	True	True	True
MONDO:0013767	autoimmune lymphoproliferative syndrome type 4	autoimmune lymphoproliferative syndrome type 4|RAS-associated autoimmune leukoproliferative disorder|RALD|autoimmune lymphoproliferative syndrome, type 4|NRAS autoimmune lymphoproliferative syndrome|ALPS type IV|ALPS type 4|autoimmune lymphoproliferative syndrome type IV|ALPS4|RAS-associated autoimmune leukoproliferative disease|autoimmune lymphoproliferative syndrome caused by mutation in NRAS|RAS-associated autoimmune leukoproliferative disorder; RALD			OMIM:614470	DOID:0110117	Orphanet:268114	False	True	True	True
